   0 +0.0000000000000000E+00 +0.0000000000000000E+00 
   1 +3.0000000000000000E+00 +0.0000000000000000E+00 
   2 +6.0000000000000000E+00 +0.0000000000000000E+00 
   3 +9.0000000000000000E+00 +0.0000000000000000E+00 
   4 +1.2000000000000000E+01 +0.0000000000000000E+00 
   5 +1.5000000000000000E+01 +0.0000000000000000E+00 
   6 +1.8000000000000000E+01 +0.0000000000000000E+00 
   7 +2.1000000000000000E+01 +0.0000000000000000E+00 
   8 +2.4000000000000000E+01 +0.0000000000000000E+00 
   9 +2.7000000000000000E+01 +0.0000000000000000E+00 
  10 +3.0000000000000000E+01 +0.0000000000000000E+00 
  11 +3.3000000000000000E+01 +0.0000000000000000E+00 
  12 +3.6000000000000000E+01 +0.0000000000000000E+00 
  13 +3.9000000000000000E+01 +0.0000000000000000E+00 
  14 +4.2000000000000000E+01 +0.0000000000000000E+00 
  15 +4.5000000000000000E+01 +0.0000000000000000E+00 
  16 +4.8000000000000000E+01 +0.0000000000000000E+00 
  17 +5.1000000000000000E+01 +0.0000000000000000E+00 
  18 +5.4000000000000000E+01 +0.0000000000000000E+00 
  19 +5.7000000000000000E+01 +0.0000000000000000E+00 
  20 +6.0000000000000000E+01 +0.0000000000000000E+00 
  21 +6.3000000000000000E+01 +0.0000000000000000E+00 
  22 +6.6000000000000000E+01 +0.0000000000000000E+00 
  23 +6.9000000000000000E+01 +0.0000000000000000E+00 
  24 +7.2000000000000000E+01 +0.0000000000000000E+00 
  25 +7.5000000000000000E+01 +0.0000000000000000E+00 
  26 +7.8000000000000000E+01 +0.0000000000000000E+00 
  27 +8.1000000000000000E+01 +0.0000000000000000E+00 
  28 +8.4000000000000000E+01 +0.0000000000000000E+00 
  29 +8.7000000000000000E+01 +0.0000000000000000E+00 
  30 +9.0000000000000000E+01 +0.0000000000000000E+00 
  31 +9.3000000000000000E+01 +0.0000000000000000E+00 
  32 +9.6000000000000000E+01 +0.0000000000000000E+00 
  33 +9.9000000000000000E+01 +0.0000000000000000E+00 
  34 +1.0200000000000000E+02 +0.0000000000000000E+00 
  35 +1.0500000000000000E+02 +0.0000000000000000E+00 
  36 +1.0800000000000000E+02 +0.0000000000000000E+00 
  37 +1.1100000000000000E+02 +0.0000000000000000E+00 
  38 +1.1400000000000000E+02 +0.0000000000000000E+00 
  39 +1.1700000000000000E+02 +0.0000000000000000E+00 
  40 +1.2000000000000000E+02 +0.0000000000000000E+00 
  41 +1.2300000000000000E+02 +0.0000000000000000E+00 
  42 +1.2600000000000000E+02 +0.0000000000000000E+00 
  43 +1.2900000000000000E+02 +0.0000000000000000E+00 
  44 +1.3200000000000000E+02 +0.0000000000000000E+00 
  45 +1.3500000000000000E+02 +0.0000000000000000E+00 
  46 +1.3800000000000000E+02 +0.0000000000000000E+00 
  47 +1.4100000000000000E+02 +0.0000000000000000E+00 
  48 +1.4400000000000000E+02 +0.0000000000000000E+00 
  49 +1.4700000000000000E+02 +0.0000000000000000E+00 
  50 +1.5000000000000000E+02 +0.0000000000000000E+00 
  51 +1.5300000000000000E+02 +0.0000000000000000E+00 
  52 +1.5600000000000000E+02 +0.0000000000000000E+00 
  53 +1.5900000000000000E+02 +0.0000000000000000E+00 
  54 +1.6200000000000000E+02 +0.0000000000000000E+00 
  55 +1.6500000000000000E+02 +0.0000000000000000E+00 
  56 +1.6800000000000000E+02 +0.0000000000000000E+00 
  57 +1.7100000000000000E+02 +0.0000000000000000E+00 
  58 +1.7400000000000000E+02 +0.0000000000000000E+00 
  59 +1.7700000000000000E+02 +0.0000000000000000E+00 
  60 +1.8000000000000000E+02 +0.0000000000000000E+00 
  61 +1.8300000000000000E+02 +0.0000000000000000E+00 
  62 +1.8600000000000000E+02 +0.0000000000000000E+00 
  63 +1.8900000000000000E+02 +0.0000000000000000E+00 
  64 +1.9200000000000000E+02 +0.0000000000000000E+00 
  65 +1.9500000000000000E+02 +0.0000000000000000E+00 
  66 +1.9800000000000000E+02 +0.0000000000000000E+00 
  67 +2.0100000000000000E+02 +0.0000000000000000E+00 
  68 +2.0400000000000000E+02 +0.0000000000000000E+00 
  69 +2.0700000000000000E+02 +0.0000000000000000E+00 
  70 +2.1000000000000000E+02 +0.0000000000000000E+00 
  71 +2.1300000000000000E+02 +0.0000000000000000E+00 
  72 +2.1600000000000000E+02 +0.0000000000000000E+00 
  73 +2.1900000000000000E+02 +0.0000000000000000E+00 
  74 +2.2200000000000000E+02 +0.0000000000000000E+00 
  75 +2.2500000000000000E+02 +0.0000000000000000E+00 
  76 +2.2800000000000000E+02 +0.0000000000000000E+00 
  77 +2.3100000000000000E+02 +0.0000000000000000E+00 
  78 +2.3400000000000000E+02 +0.0000000000000000E+00 
  79 +2.3700000000000000E+02 +0.0000000000000000E+00 
  80 +2.4000000000000000E+02 +0.0000000000000000E+00 
  81 +2.4300000000000000E+02 +0.0000000000000000E+00 
  82 +2.4600000000000000E+02 +0.0000000000000000E+00 
  83 +2.4900000000000000E+02 +0.0000000000000000E+00 
  84 +2.5200000000000000E+02 +0.0000000000000000E+00 
  85 +2.5500000000000000E+02 +0.0000000000000000E+00 
  86 +2.5800000000000000E+02 +0.0000000000000000E+00 
  87 +2.6100000000000000E+02 +0.0000000000000000E+00 
  88 +2.6400000000000000E+02 +0.0000000000000000E+00 
  89 +2.6700000000000000E+02 +0.0000000000000000E+00 
  90 +2.7000000000000000E+02 +0.0000000000000000E+00 
  91 +2.7300000000000000E+02 +0.0000000000000000E+00 
  92 +2.7600000000000000E+02 +0.0000000000000000E+00 
  93 +2.7900000000000000E+02 +0.0000000000000000E+00 
  94 +2.8200000000000000E+02 +0.0000000000000000E+00 
  95 +2.8500000000000000E+02 +0.0000000000000000E+00 
  96 +2.8800000000000000E+02 +0.0000000000000000E+00 
  97 +2.9100000000000000E+02 +0.0000000000000000E+00 
  98 +2.9400000000000000E+02 +0.0000000000000000E+00 
  99 +2.9700000000000000E+02 +0.0000000000000000E+00 
 100 +3.0000000000000000E+02 +0.0000000000000000E+00 
 101 +3.0300000000000000E+02 +0.0000000000000000E+00 
 102 +3.0600000000000000E+02 +0.0000000000000000E+00 
 103 +3.0900000000000000E+02 +0.0000000000000000E+00 
 104 +3.1200000000000000E+02 +0.0000000000000000E+00 
 105 +3.1500000000000000E+02 +0.0000000000000000E+00 
 106 +3.1800000000000000E+02 +0.0000000000000000E+00 
 107 +3.2100000000000000E+02 +0.0000000000000000E+00 
 108 +3.2400000000000000E+02 +0.0000000000000000E+00 
 109 +3.2700000000000000E+02 +0.0000000000000000E+00 
 110 +3.3000000000000000E+02 +0.0000000000000000E+00 
 111 +3.3300000000000000E+02 +0.0000000000000000E+00 
 112 +3.3600000000000000E+02 +0.0000000000000000E+00 
 113 +3.3900000000000000E+02 +0.0000000000000000E+00 
 114 +3.4200000000000000E+02 +0.0000000000000000E+00 
 115 +3.4500000000000000E+02 +0.0000000000000000E+00 
 116 +3.4800000000000000E+02 +0.0000000000000000E+00 
 117 +3.5100000000000000E+02 +0.0000000000000000E+00 
 118 +3.5400000000000000E+02 +0.0000000000000000E+00 
 119 +3.5700000000000000E+02 +0.0000000000000000E+00 
 120 +3.6000000000000000E+02 +0.0000000000000000E+00 
 121 +3.6300000000000000E+02 +0.0000000000000000E+00 
 122 +3.6600000000000000E+02 +0.0000000000000000E+00 
 123 +3.6900000000000000E+02 +0.0000000000000000E+00 
 124 +3.7200000000000000E+02 +0.0000000000000000E+00 
 125 +3.7500000000000000E+02 +0.0000000000000000E+00 
 126 +3.7800000000000000E+02 +0.0000000000000000E+00 
 127 +3.8100000000000000E+02 +0.0000000000000000E+00 
 128 +3.8400000000000000E+02 +0.0000000000000000E+00 
 129 +3.8700000000000000E+02 +0.0000000000000000E+00 
 130 +3.9000000000000000E+02 +0.0000000000000000E+00 
 131 +3.9300000000000000E+02 +0.0000000000000000E+00 
 132 +3.9600000000000000E+02 +0.0000000000000000E+00 
 133 +3.9900000000000000E+02 +0.0000000000000000E+00 
 134 +4.0200000000000000E+02 +0.0000000000000000E+00 
 135 +4.0500000000000000E+02 +0.0000000000000000E+00 
 136 +4.0800000000000000E+02 +0.0000000000000000E+00 
 137 +4.1100000000000000E+02 +0.0000000000000000E+00 
 138 +4.1400000000000000E+02 +0.0000000000000000E+00 
 139 +4.1700000000000000E+02 +0.0000000000000000E+00 
 140 +4.2000000000000000E+02 +0.0000000000000000E+00 
 141 +4.2300000000000000E+02 +0.0000000000000000E+00 
