   0 +0.0000000000000000E+00 +1.9568150577560143E+01 +5.9328625017894785E+00 
   1 +3.0000000000000000E+00 +1.9524779481830819E+01 +6.5215295211377695E+00 
   2 +6.0000000000000000E+00 +1.9494840103603508E+01 +6.9269964751405508E+00 
   3 +9.0000000000000000E+00 +1.9458937131815681E+01 +7.4118834576463959E+00 
   4 +1.2000000000000000E+01 +1.9426919493798760E+01 +7.8431720723588061E+00 
   5 +1.5000000000000000E+01 +1.9392823325996737E+01 +8.3012082182340983E+00 
   6 +1.8000000000000000E+01 +1.9360119377695742E+01 +8.7393620978486855E+00 
   7 +2.1000000000000000E+01 +1.9326783441587775E+01 +9.1847460816439099E+00 
   8 +2.4000000000000000E+01 +1.9294014472239805E+01 +9.6213178576197418E+00 
   9 +2.7000000000000000E+01 +1.9261130410759133E+01 +1.0058139456573247E+01 
  10 +3.0000000000000000E+01 +1.9228548096541896E+01 +1.0489641351440071E+01 
  11 +3.3000000000000000E+01 +1.9196039318012879E+01 +1.0918826850281460E+01 
  12 +3.6000000000000000E+01 +1.9163747849642714E+01 +1.1343788582609353E+01 
  13 +3.9000000000000000E+01 +1.9131597289275916E+01 +1.1765551941910884E+01 
  14 +4.2000000000000000E+01 +1.9099638852399494E+01 +1.2183491670944534E+01 
  15 +4.5000000000000000E+01 +1.9067851181571470E+01 +1.2597961134866035E+01 
  16 +4.8000000000000000E+01 +1.9036256987614038E+01 +1.3008744351701644E+01 
  17 +5.1000000000000000E+01 +1.9004854514289129E+01 +1.3415933704890287E+01 
  18 +5.4000000000000000E+01 +1.8973655405848888E+01 +1.3819425697657040E+01 
  19 +5.7000000000000000E+01 +1.8942661874079576E+01 +1.4219221064058509E+01 
  20 +6.0000000000000000E+01 +1.8911879586405135E+01 +1.4615266628586332E+01 
  21 +6.3000000000000000E+01 +1.8881310833203628E+01 +1.5007551477002739E+01 
  22 +6.6000000000000000E+01 +1.8850959082795377E+01 +1.5396051059442581E+01 
  23 +6.9000000000000000E+01 +1.8820827024895660E+01 +1.5780752088086821E+01 
  24 +7.2000000000000000E+01 +1.8790917947710003E+01 +1.6161633882056890E+01 
  25 +7.5000000000000000E+01 +1.8761235045604504E+01 +1.6538676899575140E+01 
  26 +7.8000000000000000E+01 +1.8731781655613382E+01 +1.6911859887726809E+01 
  27 +8.1000000000000000E+01 +1.8702560971219850E+01 +1.7281163733714529E+01 
  28 +8.4000000000000000E+01 +1.8673576081454176E+01 +1.7646570985951172E+01 
  29 +8.7000000000000000E+01 +1.8644829957763481E+01 +1.8008065935463708E+01 
  30 +9.0000000000000000E+01 +1.8616325549743237E+01 +1.8365633344602589E+01 
  31 +9.3000000000000000E+01 +1.8588065857156167E+01 +1.8719257538856567E+01 
  32 +9.6000000000000000E+01 +1.8560053989232781E+01 +1.9068921686633391E+01 
  33 +9.9000000000000000E+01 +1.8532293186942006E+01 +1.9414607538688756E+01 
  34 +1.0200000000000000E+02 +1.8504786831130488E+01 +1.9756295334696755E+01 
  35 +1.0500000000000000E+02 +1.8477538450346007E+01 +2.0093963713883667E+01 
  36 +1.0800000000000000E+02 +1.8450551744831230E+01 +2.0427589430610642E+01 
  37 +1.1100000000000000E+02 +1.8423830635125359E+01 +2.0757146772170888E+01 
  38 +1.1400000000000000E+02 +1.8397379346826046E+01 +2.1082606539134154E+01 
  39 +1.1700000000000000E+02 +1.8371202541033252E+01 +2.1403934478201936E+01 
